Row,Sample,username,Problem Hierarchy,Problem Name,Problem View,Problem Start Time,Problem End Time,Latency (sec),Steps Missing Start Times,Hints,Incorrects,Corrects,Avg Corrects,Steps,Avg Assistance Score,Correct First Attempts,Condition,KCs (Default),Steps without KCs (Default),KC List (Default),KCs (Single-KC),Steps without KCs (Single-KC),KC List (Single-KC),KCs (Unique-step),Steps without KCs (Unique-step),KC List (Unique-step),prob_pre,condition,prob_num,group
468,All Data,bighorse,"Assignment red, ProblemSet Red Level 4!",7eq5plus2x-diagrams-first,1,2021-05-14T16:28:00Z,2021-05-14T16:28:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC112, KC116, KC317, KC338, KC491, KC562, KC591, KC637",7eq5plus2x,alldiagram,25,odd_dia
469,All Data,bighorse,"Assignment red, ProblemSet Red Level 4!",8eq3plus5x-diagrams-first,1,2021-05-14T16:29:00Z,2021-05-14T16:29:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC109, KC125, KC260, KC302, KC333, KC574, KC608, KC613",8eq3plus5x,alldiagram,26,eve_dia
470,All Data,bighorse,"Assignment red, ProblemSet Red Level 5!",3xeqxplus4-diagrams-first,1,2021-05-14T16:29:00Z,2021-05-14T16:29:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC107, KC149, KC206, KC274, KC279, KC397, KC515, KC671",3xeqxplus4,alldiagram,27,odd_dia
471,All Data,bighorse,"Assignment red, ProblemSet Red Level 5!",7xeq2xplus5-diagrams-first,1,2021-05-14T16:30:00Z,2021-05-14T16:30:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC12, KC275, KC373, KC413, KC458, KC508, KC518, KC58",7xeq2xplus5,alldiagram,28,eve_dia
472,All Data,bighorse,"Assignment red, ProblemSet Red Level 5!",6xeq7plus5x-diagrams-first,1,2021-05-14T16:31:00Z,2021-05-14T16:32:00Z,60,0,0,4,2,0.5,4,1,1,none (none),2,3,"selectd-given-eq, selectd-subtract-var",1,0,Single-KC,2,2,"KC158, KC250",6xeq7plus5x,alldiagram,29,odd_dia
473,All Data,bighorse,"Assignment red, ProblemSet Red Level 5!",7xeq20plus2x-diagrams-first,1,2021-05-14T16:33:00Z,2021-05-14T16:33:00Z,0,0,0,1,8,1,8,0.125,7,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC143, KC17, KC270, KC273, KC28, KC407, KC469, KC471",7xeq20plus2x,alldiagram,30,eve_dia
474,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",5xeq2xplus15-diagrams-first,1,2021-05-14T16:34:00Z,2021-05-14T16:34:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC113, KC115, KC276, KC499, KC595, KC60, KC607, KC70",5xeq2xplus15,alldiagram,31,odd_dia
475,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",9xeq5xplus8-diagrams-first,1,2021-05-14T16:35:00Z,2021-05-14T16:35:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC133, KC34, KC418, KC489, KC490, KC596, KC644, KC659",9xeq5xplus8,alldiagram,32,eve_dia
476,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",4xeq2xplus6-diagrams-first,1,2021-05-14T16:36:00Z,2021-05-14T16:36:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC195, KC219, KC230, KC253, KC289, KC304, KC564, KC89",4xeq2xplus6,alldiagram,33,odd_dia
477,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",6xeq4xplus10-diagrams-first,1,2021-05-14T16:36:00Z,2021-05-14T16:36:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC360, KC396, KC435, KC54, KC554, KC598, KC617, KC86",6xeq4xplus10,alldiagram,34,eve_dia
478,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",6xeq2xplus8-diagrams-first,1,2021-05-14T16:37:00Z,2021-05-14T16:37:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC100, KC151, KC22, KC228, KC461, KC467, KC593, KC651",6xeq2xplus8,alldiagram,35,odd_dia
479,All Data,bighorse,"Assignment red, ProblemSet Red Level 6!",8xeq2xplus6-diagrams-first,1,2021-05-14T16:37:00Z,2021-05-14T16:37:00Z,0,0,0,0,8,1,8,0,8,none (none),8,1,"cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var",1,0,Single-KC,8,0,"KC1, KC176, KC312, KC367, KC434, KC472, KC575, KC629",8xeq2xplus6,alldiagram,36,eve_dia
480,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",4xplus1eqxplus10-diagrams-first,1,2021-05-14T16:38:00Z,2021-05-14T16:39:00Z,60,0,0,3,11,1,11,0.273,10,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC104, KC120, KC159, KC246, KC287, KC328, KC38, KC420, KC487, KC582, KC604",4xplus1eqxplus10,alldiagram,37,odd_dia
481,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",3xplus5eqxplus11-diagrams-first,1,2021-05-14T16:39:00Z,2021-05-14T16:40:00Z,60,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC210, KC227, KC292, KC496, KC524, KC658, KC66, KC661, KC664, KC67, KC679",3xplus5eqxplus11,alldiagram,38,eve_dia
482,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",6xplus3eqxplus13-diagrams-first,1,2021-05-14T16:40:00Z,2021-05-14T16:40:00Z,0,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC131, KC154, KC203, KC272, KC386, KC451, KC479, KC539, KC614, KC69, KC9",6xplus3eqxplus13,alldiagram,39,odd_dia
483,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",8xplus1eq2xplus13-diagrams-first,1,2021-05-14T16:41:00Z,2021-05-14T16:41:00Z,0,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC160, KC183, KC204, KC208, KC249, KC450, KC581, KC616, KC620, KC640, KC92",8xplus1eq2xplus13,alldiagram,40,eve_dia
484,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",4xplus3eq2xplus7-diagrams-first,1,2021-05-14T16:41:00Z,2021-05-14T16:42:00Z,60,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC126, KC13, KC225, KC307, KC330, KC332, KC404, KC428, KC512, KC678, KC85",4xplus3eq2xplus7,alldiagram,41,odd_dia
485,All Data,bighorse,"Assignment red, ProblemSet Red Level 7!",5xplus2eq2xplus8-diagrams-first,1,2021-05-14T16:42:00Z,2021-05-14T16:42:00Z,0,0,0,2,11,1,11,0.182,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC130, KC24, KC310, KC359, KC365, KC422, KC540, KC543, KC583, KC586, KC667",5xplus2eq2xplus8,alldiagram,42,eve_dia
486,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",8xplus3eq5plus6x-diagrams-first,1,2021-05-14T16:43:00Z,2021-05-14T16:43:00Z,0,0,0,2,11,1,11,0.182,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC148, KC235, KC258, KC344, KC364, KC379, KC439, KC449, KC462, KC485, KC500",8xplus3eq5plus6x,alldiagram,43,odd_dia
487,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",6xplus1eq13plus2x-diagrams-first,1,2021-05-14T16:43:00Z,2021-05-14T16:44:00Z,60,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC187, KC20, KC32, KC444, KC48, KC51, KC513, KC631, KC636, KC641, KC79",6xplus1eq13plus2x,alldiagram,44,eve_dia
488,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",1plus9xeq8plus2x-diagrams-first,1,2021-05-14T16:44:00Z,2021-05-14T16:45:00Z,60,0,0,2,11,1,11,0.182,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC251, KC256, KC291, KC303, KC324, KC381, KC425, KC588, KC611, KC612, KC672",1plus9xeq8plus2x,alldiagram,45,odd_dia
489,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",3plus6xeq9plus4x-diagrams-first,1,2021-05-14T16:45:00Z,2021-05-14T16:46:00Z,60,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC141, KC152, KC184, KC196, KC215, KC269, KC327, KC405, KC475, KC488, KC507",3plus6xeq9plus4x,alldiagram,46,eve_dia
490,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",2plus7xeq11plus4x-diagrams-first,1,2021-05-14T16:46:00Z,2021-05-14T16:46:00Z,0,0,0,1,11,1,11,0.091,10,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC211, KC26, KC262, KC441, KC47, KC523, KC589, KC599, KC600, KC625, KC98",2plus7xeq11plus4x,alldiagram,47,odd_dia
491,All Data,bighorse,"Assignment red, ProblemSet Red Level 8!",4plus5xeq8plus3x-diagrams-first,1,2021-05-14T16:47:00Z,2021-05-14T16:47:00Z,0,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC137, KC185, KC240, KC329, KC387, KC46, KC502, KC549, KC55, KC648, KC83",4plus5xeq8plus3x,alldiagram,48,eve_dia
492,All Data,bighorse,"Assignment red, ProblemSet Red Bonus Level!",3xplus5eqxplus11-diagrams-first,1,2021-05-17T16:25:00Z,2021-05-17T16:26:00Z,60,0,0,1,11,1,11,0.091,10,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,11,0,"KC117, KC132, KC140, KC259, KC378, KC419, KC447, KC455, KC53, KC662, KC8",3xplus5eqxplus11,alldiagram,49,odd_dia
493,All Data,bighorse,"Assignment red, ProblemSet Red Bonus Level!",4xplus1eqxplus10-diagrams-first,1,2021-05-17T16:26:00Z,2021-05-17T16:27:00Z,60,0,0,1,11,1,11,0.091,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,0,11,.,4xplus1eqxplus10,alldiagram,50,eve_dia
494,All Data,bighorse,"Assignment red, ProblemSet Red Bonus Level!",6xplus1eq13plus2x-diagrams-first,1,2021-05-17T16:28:00Z,2021-05-17T16:28:00Z,0,0,0,0,11,1,11,0,11,none (none),12,1,"cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var",1,0,Single-KC,0,11,.,6xplus1eq13plus2x,alldiagram,51,odd_dia
495,All Data,bighorse,"Assignment red, ProblemSet Red Bonus Level!",8xplus3eq5plus6x-diagrams-first,1,2021-05-17T16:29:00Z,2021-05-17T16:29:00Z,0,0,0,1,2,2,1,1,1,none (none),2,0,"selectd-given-eq, selectd-subtract-var",1,0,Single-KC,0,1,.,8xplus3eq5plus6x,alldiagram,52,eve_dia
544,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",xplus2eq6-diagrams-first,1,2021-05-12T16:50:00Z,2021-05-12T16:50:00Z,0,0,0,3,5,1,5,0.6,4,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC15, KC284, KC319, KC504, KC538",xplus2eq6,alldiagram,1,odd_dia
545,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",xplus3eq5-diagrams-first,1,2021-05-12T16:51:00Z,2021-05-12T16:52:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC308, KC398, KC520, KC542, KC62",xplus3eq5,alldiagram,2,eve_dia
546,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",xplus3eq8-diagrams-first,1,2021-05-12T16:53:00Z,2021-05-12T16:53:00Z,0,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC122, KC494, KC550, KC566, KC90",xplus3eq8,alldiagram,3,odd_dia
547,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",xplus6eq8-diagrams-first,1,2021-05-12T16:54:00Z,2021-05-12T16:54:00Z,0,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC16, KC248, KC5, KC537, KC615",xplus6eq8,alldiagram,4,eve_dia
548,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",1plusxeq7-diagrams-first,1,2021-05-12T16:54:00Z,2021-05-12T16:55:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC156, KC293, KC357, KC382, KC414",1plusxeq7,alldiagram,5,odd_dia
549,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",2plusxeq9-diagrams-first,1,2021-05-12T16:55:00Z,2021-05-12T16:56:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC167, KC214, KC374, KC544, KC619",2plusxeq9,alldiagram,6,eve_dia
550,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",5plusxeq7-diagrams-first,1,2021-05-12T16:57:00Z,2021-05-12T16:57:00Z,0,0,0,2,5,1,5,0.4,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC172, KC192, KC313, KC371, KC40",5plusxeq7,alldiagram,7,odd_dia
551,All Data,biglion,"Assignment red, ProblemSet Red Level 1!",4plusxeq9-diagrams-first,1,2021-05-12T16:58:00Z,2021-05-12T16:59:00Z,60,0,0,3,5,1,5,0.6,4,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC163, KC254, KC506, KC556, KC61",4plusxeq9,alldiagram,8,eve_dia
552,All Data,biglion,"Assignment red, ProblemSet Red Level 2!",8eqxplus3-diagrams-first,1,2021-05-12T16:59:00Z,2021-05-12T17:03:00Z,240,0,8,7,7,0.875,8,1.875,4,none (none),5,3,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,3,"KC257, KC306, KC322, KC495, KC57",8eqxplus3,alldiagram,9,odd_dia
553,All Data,biglion,"Assignment red, ProblemSet Red Level 2!",3eqxplus1-diagrams-first,1,2021-05-12T17:03:00Z,2021-05-12T17:05:00Z,120,0,2,6,7,0.875,8,1,5,none (none),5,4,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,3,"KC164, KC526, KC548, KC605, KC65",3eqxplus1,alldiagram,10,eve_dia
554,All Data,biglion,"Assignment red, ProblemSet Red Level 2!",9eq4plusx-diagrams-first,1,2021-05-12T17:05:00Z,2021-05-12T17:10:00Z,300,0,1,7,5,1,5,1.6,3,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC277, KC390, KC528, KC557, KC669",9eq4plusx,alldiagram,11,odd_dia
555,All Data,biglion,"Assignment red, ProblemSet Red Level 2!",10eq5plusx-diagrams-first,1,2021-05-13T16:31:00Z,2021-05-13T16:31:00Z,0,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC180, KC224, KC401, KC627, KC95",10eq5plusx,alldiagram,12,eve_dia
556,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",2xplus3eq7-diagrams-first,1,2021-05-13T16:32:00Z,2021-05-13T16:41:00Z,540,0,9,10,10,0.909,11,1.727,6,none (none),8,3,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,3,"KC323, KC406, KC41, KC443, KC530, KC560, KC580, KC84",2xplus3eq7,alldiagram,13,odd_dia
557,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",3xplus1eq10-diagrams-first,1,2021-05-13T16:41:00Z,2021-05-14T16:41:00Z,86400,0,19,17,12,0.923,13,2.769,6,none (none),8,4,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,7,6,"KC102, KC326, KC345, KC408, KC474, KC594, KC668",3xplus1eq10,alldiagram,14,eve_dia
558,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",4xplus1eq9-diagrams-first,1,2021-05-14T16:41:00Z,2021-05-14T16:42:00Z,60,0,0,2,8,1,8,0.25,7,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC298, KC3, KC305, KC334, KC354, KC463, KC511, KC99",4xplus1eq9,alldiagram,15,odd_dia
559,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",3xplus2eq8-diagrams-first,1,2021-05-14T16:42:00Z,2021-05-14T16:43:00Z,60,0,0,2,8,1,8,0.25,8,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC136, KC285, KC295, KC331, KC547, KC578, KC592, KC71",3xplus2eq8,alldiagram,16,eve_dia
560,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",3xplus8eq17-diagrams-first,1,2021-05-14T16:43:00Z,2021-05-14T16:44:00Z,60,0,0,3,8,1,8,0.375,8,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC111, KC216, KC241, KC394, KC470, KC563, KC573, KC676",3xplus8eq17,alldiagram,17,odd_dia
561,All Data,biglion,"Assignment red, ProblemSet Red Level 3!",4xplus3eq11-diagrams-first,1,2021-05-14T16:45:00Z,2021-05-14T16:46:00Z,60,0,0,4,8,1,8,0.5,8,none (none),8,1,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,8,0,"KC283, KC353, KC416, KC49, KC525, KC559, KC670, KC82",4xplus3eq11,alldiagram,18,eve_dia
562,All Data,biglion,"Assignment red, ProblemSet Red Level 4!",1plus2xeq5-diagrams-first,1,2021-05-17T16:29:00Z,2021-05-17T16:29:00Z,0,0,3,0,2,0.667,3,1,2,none (none),2,1,"selectd-given-eq, selectd-subtract-const",1,0,Single-KC,2,1,"KC118, KC352",1plus2xeq5,alldiagram,19,odd_dia
563,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",xplus2eq6-diagrams-first,1,2021-05-12T16:49:00Z,2021-05-12T16:51:00Z,120,0,2,1,5,0.833,6,0.5,5,none (none),5,2,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,6,0,"KC15, KC25, KC284, KC319, KC504, KC538",xplus2eq6,alldiagram,1,odd_dia
564,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",xplus3eq5-diagrams-first,1,2021-05-12T16:52:00Z,2021-05-12T16:52:00Z,0,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC308, KC398, KC520, KC542, KC62",xplus3eq5,alldiagram,2,eve_dia
565,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",xplus3eq8-diagrams-first,1,2021-05-12T16:53:00Z,2021-05-12T16:53:00Z,0,0,0,2,5,1,5,0.4,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC122, KC494, KC550, KC566, KC90",xplus3eq8,alldiagram,3,odd_dia
566,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",xplus6eq8-diagrams-first,1,2021-05-12T16:54:00Z,2021-05-12T16:54:00Z,0,0,4,0,5,0.833,6,0.667,5,none (none),5,2,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,1,"KC16, KC248, KC5, KC537, KC615",xplus6eq8,alldiagram,4,eve_dia
567,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",1plusxeq7-diagrams-first,1,2021-05-12T16:55:00Z,2021-05-12T16:55:00Z,0,0,0,1,5,1,5,0.2,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC156, KC293, KC357, KC382, KC414",1plusxeq7,alldiagram,5,odd_dia
568,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",2plusxeq9-diagrams-first,1,2021-05-12T16:55:00Z,2021-05-12T16:56:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC167, KC214, KC374, KC544, KC619",2plusxeq9,alldiagram,6,eve_dia
569,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",5plusxeq7-diagrams-first,1,2021-05-12T16:56:00Z,2021-05-12T16:57:00Z,60,0,0,1,5,1,5,0.2,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC172, KC192, KC313, KC371, KC40",5plusxeq7,alldiagram,7,odd_dia
570,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 1!",4plusxeq9-diagrams-first,1,2021-05-12T16:57:00Z,2021-05-12T16:57:00Z,0,0,1,0,5,1,5,0.2,4,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC163, KC254, KC506, KC556, KC61",4plusxeq9,alldiagram,8,eve_dia
571,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 2!",8eqxplus3-diagrams-first,1,2021-05-12T16:58:00Z,2021-05-12T16:58:00Z,0,0,0,1,5,1,5,0.2,4,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC257, KC306, KC322, KC495, KC57",8eqxplus3,alldiagram,9,odd_dia
572,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 2!",3eqxplus1-diagrams-first,1,2021-05-12T16:58:00Z,2021-05-12T16:59:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC164, KC526, KC548, KC605, KC65",3eqxplus1,alldiagram,10,eve_dia
573,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 2!",9eq4plusx-diagrams-first,1,2021-05-12T16:59:00Z,2021-05-12T16:59:00Z,0,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC277, KC390, KC528, KC557, KC669",9eq4plusx,alldiagram,11,odd_dia
574,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 2!",10eq5plusx-diagrams-first,1,2021-05-12T16:59:00Z,2021-05-12T17:00:00Z,60,0,0,0,5,1,5,0,5,none (none),5,1,"cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,5,0,"KC180, KC224, KC401, KC627, KC95",10eq5plusx,alldiagram,12,eve_dia
575,All Data,bigmonkey,"Assignment red, ProblemSet Red Level 3!",2xplus3eq7-diagrams-first,1,2021-05-12T17:01:00Z,2021-05-12T17:02:00Z,60,0,3,1,8,0.889,9,0.444,8,none (none),8,2,"cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const",1,0,Single-KC,9,0,"KC323, KC36, KC406, KC41, KC443, KC530, KC560, KC580, KC84",2xplus3eq7,alldiagram,13,odd_dia
